names,clubs,ages,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,AerialsWon,MotM
Unai López,Rayo Vallecano,27,26,988,0.9,0.5,0.6,0,0.2,0,0,6.36,1,2,0.8,0.7,0.3,0.5,0,0.7,0.9,27,84.6,0.4,2.5,0,0.1,1
Patrick Bamford,Leeds,29,25,1134,0.4,0.2,0.8,0,0.4,0.1,0,6.36,5,2,1.7,0.5,0.3,0.9,0.5,0.7,1.9,11.1,73.4,0,0,0,1,0
Tete Morente,Elche,26,22,1208,0.9,0.5,1,0,0.6,0.1,0,6.36,2,0,1,0.3,0.6,0.8,0.2,0.5,1.2,17,80.2,0.3,1,0,1,0
Mitchell van Bergen,Reims,23,25,784,0.6,0.2,0.4,0,0.2,0.1,0,6.35,0,1,0.9,0.7,0.4,0.3,0.1,0.4,0.7,7.9,78.7,0.5,0.1,0,0.2,0
Marco Faraoni,Verona,31,15,943,1.5,0.6,0.7,0.1,1.3,0.3,0,6.35,1,2,0.9,0.4,0.2,0.5,0.1,0.1,0.5,19.4,68.7,0.3,1.4,0,0.6,0
Emil Bohinen,Salernitana,24,15,522,1.2,0.7,0.6,0.1,0.8,0.3,0,6.35,0,0,0.1,0.5,0.1,0.7,0,0.4,0.4,19.5,84.6,0.1,0.5,0,0.3,0
Lassine Sinayoko,Auxerre,23,30,1294,1.2,0.4,0.8,0,0.6,0,0,6.35,0,2,1.2,0.5,0.8,0.7,0.2,1,1.4,16.7,77.5,0.2,0.4,0,0.7,0
Amine Salama,Angers,22,26,1245,0.4,0.4,0.3,0,0.1,0.1,0,6.35,3,1,1,0.4,0.9,0.4,0.2,0.8,1.9,12.3,75.9,0.1,0.1,0,0.3,0
Moussa Diarra,Toulouse,22,22,1043,1,0.9,0.8,0.1,1.1,0.4,0,6.35,0,1,0.1,0.3,0.4,0.7,0,0.2,1.1,23.5,84.5,0.2,0.8,0,0.8,0
Romain Hamouma,AC Ajaccio,36,17,933,0.4,0.1,1,0,0.1,0,0,6.35,2,2,0.9,0.8,0.9,0.9,0.3,0.8,2.2,15.6,81.5,0.6,0.4,0,0.7,0
Kelechi Iheanacho,Leicester,26,31,985,0.3,0,0.5,0,0.3,0.1,0,6.37,6,4,1.4,0.8,0.6,0.1,0.3,1,1.3,10.9,76.5,0.1,0.4,0,0.3,1
Moise Kean,Juventus,23,35,1145,0.3,0.1,0.5,0,0.1,0,0,6.34,8,0,1.3,0.3,0.4,0.6,0.3,0.9,1.1,5.7,75.5,0,0.1,0,0.4,1
Darko Brasanac,Osasuna,31,29,1037,1.2,0.5,0.6,0,0.4,0.1,0,6.35,2,1,0.4,0.3,0.2,0.6,0.1,0.4,0.8,14.6,82.7,0.1,0.3,0,0.6,0
Harry Toffolo,Nottingham Forest,27,17,966,1.2,0.8,0.5,0.1,1.7,0.5,0,6.39,0,0,0.4,0.4,0.2,0.3,0,0.4,0.6,18.5,65.7,0.4,0.4,0,0.8,0
Farid El Melali,Angers,25,15,766,1.4,0.5,0.8,0.1,0.4,0,0,6.35,0,0,0.7,0.3,1.7,1,0.1,0.9,1.8,14.3,70.2,0.1,0.5,0,0.2,0
Ilia Gruev,Werder Bremen,22,28,1673,1.8,0.9,1.3,0.1,0.8,0.2,0,6.41,0,0,0.3,0.4,0.2,0.5,0,0.5,0.7,32.2,87.3,0.2,1.1,0,0.6,0
Rafael Borré,Eintracht Frankfurt,27,41,1138,0.7,0.1,0.7,0,0.2,0.1,0,6.29,3,2,0.9,0.5,0.5,0.5,0.5,0.4,1.3,11.8,73.9,0.1,0.3,0,0.8,0
Pierrick Capelle,Angers,35,24,1277,1.5,0.6,1.3,0,0.9,0.1,0,6.34,0,2,0.6,0.5,0.5,0.2,0,0.8,1.1,25.6,86.2,0.5,1.1,0,0.4,0
Fábio Vieira,Arsenal,22,29,1146,0.4,0.3,0.3,0,0.1,0,0,6.49,2,4,1.1,0.9,0.3,0.6,0,0.7,0.9,18.5,86.8,0.6,1.2,0,0.1,1
Iago,Augsburg,26,20,1481,1.5,0.6,0.6,0.4,2.4,0.3,0,6.34,0,1,0.5,0.4,0.7,0.6,0,0.5,1.3,22.6,63.1,0.5,1.4,0,0.6,0
Divock Origi,AC Milan,27,26,853,0.3,0,0.5,0,0.5,0,0,6.30,2,1,1.1,0.4,0.4,0.6,0.2,1,1.5,6.1,70.3,0,0.1,0,0.5,1
Tanguy Nianzou,Sevilla,20,24,1685,1.2,0.9,0.6,0.2,1.8,0.3,0,6.43,3,0,0.5,0.1,0.6,0.9,0,0.3,0.4,42.6,88.8,0,1.4,0,1.5,1
Birger Meling,Rennes,28,36,1941,1.3,0.7,0.7,0.2,0.9,0.1,0,6.42,0,0,0.1,0.4,0.2,0.8,0.1,0.2,0.7,27.1,85.9,0.2,1.2,0,0.7,0
Denis Huseinbasic,FC Koln,21,22,693,1.3,0.2,0.8,0,0.2,0.1,0,6.34,4,1,0.8,0.2,0.2,0.3,0,1,1.3,14.1,79.6,0,0.3,0,0.4,0
Jon Moncayola,Osasuna,24,33,1802,1.4,0.4,0.9,0,0.8,0.1,0,6.34,0,0,1.1,0.6,0.1,0.4,0.1,0.3,0.8,33.3,83.6,0.3,3.1,0.1,0.6,0
Filippo Terracciano,Verona,20,15,622,0.9,0.5,0.3,0,0.7,0.2,0,6.34,0,0,0.3,0.3,0.2,1,0,0.3,1,14.2,74.2,0.2,0.8,0,0.9,0
Helibelton Palacios,Elche,29,22,1786,1.6,0.8,1.3,0.4,2.1,0.5,0,6.34,0,0,0.2,0.3,0.5,0.8,0,0.3,0.4,28.1,76.5,0.2,1,0,1,0
Nedim Bajrami,Empoli,24,32,1456,0.6,0.3,0.3,0,0.2,0,0,6.38,2,1,1.2,0.7,0.6,0.3,0.1,0.7,1.2,15.6,79.1,0.5,0.4,0,0.1,0
Sam Greenwood,Leeds,21,20,440,0.8,0.1,0.6,0,0,0.1,0,6.35,1,2,0.8,0.8,0.3,0.2,0,0.4,0.4,10.9,67.1,1,0.5,0,0.1,0
Dennis Appiah,Nantes,30,35,1080,1.5,0.7,1,0.1,1,0.3,0,6.35,0,0,0.3,0.3,0.3,0.1,0,0.6,0.9,23.4,75.2,0.3,0.5,0,1,0
Mikkel Damsgaard,Brentford,22,30,1336,1.2,0.5,0.5,0,0.4,0,0,6.48,0,2,0.4,0.8,0.5,0.6,0.1,0.3,0.7,20.2,74.4,0.3,0.5,0.1,0.2,0
Moussa Dembélé,Lyon,26,25,853,0.3,0.1,0.8,0,0.3,0,0,6.34,3,0,1.3,0.2,0.2,0.1,0.4,0.7,1.4,8.5,72.6,0,0.1,0,1.3,0
Takehiro Tomiyasu,Arsenal,24,36,1244,1.2,0.6,0.3,0.2,0.8,0.1,0,6.44,0,2,0.2,0.3,0.2,0.2,0,0.2,0.4,24.8,82.6,0.2,1,0,1,0
Yussuf Poulsen,RBL,28,25,471,0.2,0,0.5,0,0.3,0,0,6.23,3,1,0.3,0.3,0.2,0.5,0.1,0.4,1.4,5,53.6,0,0,0,1,0
Largie Ramazani,Almeria,22,25,1226,0.4,0.4,1,0,0.1,0,0,6.33,3,0,1.4,0.4,1.1,0.5,0.4,0.7,1.4,9.4,71.6,0.2,0.4,0,0.2,0
Daniele Verde,Spezia,26,20,737,0.1,0.4,0.1,0,0.1,0,0,6.33,5,0,1.3,0.8,0.2,0.7,0.1,0.6,0.8,13.6,73.8,0.8,0.7,0,0,0
Albin Ekdal,Spezia,33,24,1110,1.2,0.9,1,0,1.4,0,0,6.33,1,2,0.5,0.2,0.3,0.9,0,0.4,0.8,22.8,78.1,0,0.8,0,0.9,0
Fredrik Jensen,Augsburg,25,20,927,0.7,0.3,0.8,0.1,0.6,0.3,0,6.33,2,1,0.6,0.7,0.2,0.5,0.2,1,1,12,58.6,0.3,0.8,0,1.1,0
Khalil Fayad,Montpellier,18,20,548,1.5,0.3,0.7,0,0.2,0.1,0,6.33,0,2,0.3,0.3,0.4,0.7,0,0.3,0.5,14.1,84,0.1,0.6,0.1,0.2,0
Pedro Bigas,Elche,32,22,1627,1.4,1.3,0.6,0.8,3.4,0.5,0,6.33,0,0,0.9,0,0.2,0.6,0,0.2,0.5,34.8,79.2,0,2.6,0,1.4,0
Joaquín Correa,Inter,28,29,835,0.4,0,0.3,0,0,0,0,6.38,3,3,0.7,0.5,0.4,0.6,0.2,0.8,1.1,9.3,79.9,0,0.3,0.1,0.2,0
Samuele Birindelli,Monza,23,24,1112,1.1,0.6,0.5,0.1,0.9,0.3,0,6.33,0,1,0.6,0.7,0.3,0.4,0.1,0.4,0.9,19.6,74.7,0.7,0.5,0,0.2,0
Jérémie Bela,Clermont Foot,30,16,689,0.4,0.6,0.4,0,0.4,0.1,0,6.33,1,1,0.7,0.2,0.6,1,0,0.5,1,11.2,72.6,0.2,0.1,0,0.1,0
Habib Diarra,Strasbourg,19,21,1047,0.9,0.4,0.7,0,0.5,0,0,6.33,0,0,0.6,0.4,0.6,0.7,0,0.6,1.1,18.9,78.8,0.2,0.6,0,0.3,0
Cristhian Stuani,Girona,36,23,737,0.3,0,1.1,0,0.2,0,0,6.33,7,0,1.1,0.3,0,0.7,0.2,0.2,0.6,5,76.5,0,0.1,0,0.4,0
Franck Kessié,Barcelona,26,38,1092,0.7,0.4,0.9,0.1,0.3,0.1,0,6.37,4,1,0.5,0.3,0.4,0.8,0.1,0.4,0.9,18.6,86.8,0,0.7,0,0.3,0
Charles Pickel,Cremonese,25,30,1987,1.6,0.8,1,0,0.9,0.1,0,6.32,2,0,0.6,0.5,0.1,0.5,0.1,0.5,1.1,29.1,78,0,0.9,0,1.4,0
Mathieu Coutadeur,AC Ajaccio,37,20,1525,1,0.8,0.3,0,0.8,0.1,0,6.32,0,0,0.2,0.5,0.3,0.5,0,0.3,0.9,48.5,84.4,0.1,3.6,0.1,0.5,0
Kristian Thorstvedt,Sassuolo,24,31,1173,0.7,0.4,0.6,0,0.4,0.1,0,6.30,2,1,0.7,0.4,0.1,0.9,0,0.5,0.8,15.4,77.2,0,0.4,0,0.8,0
Gauthier Hein,Auxerre,26,31,1284,0.8,0.2,0.6,0,0.2,0,0,6.32,2,0,1,0.8,0.4,0.4,0.1,0.7,0.9,17.6,86.1,0.4,1.6,0,0.1,0
Ivan Sunjic,Hertha Berlin,26,18,993,2.1,0.7,0.9,0,1,0.3,0,6.32,0,0,0.3,0.2,0,0.5,0.1,0.3,0.4,20,75,0,1,0.1,0.4,1
Benoît Costil,Auxerre,35,19,1710,0.1,0,0,0,0.5,0,0,6.32,0,0,0,0,0.1,0,0,0,0,27.3,66.5,0,8.4,0,0.1,0
Bonke Innocent,Lorient,27,19,913,1.3,0.9,1.4,0,1.2,0.2,0,6.32,0,1,0.1,0.3,0.3,0.3,0,0.2,0.3,22.5,88.6,0,0.6,0,0.4,0
Takuma Asano,Bochum,28,23,1353,0.4,0.4,0.5,0,0.2,0,0,6.32,3,1,1.8,0.8,0.4,0.9,0.4,1.2,2.1,10.9,73.7,0.2,0.1,0,0.6,0
Enzo Tchato Mbiayi,Montpellier,20,19,993,1.2,0.4,0.6,0.1,1.5,0.1,0,6.32,1,1,0.2,0.3,0.2,0.4,0.1,0.4,0.7,19.5,74.7,0.5,0.4,0,0.8,0
Junior Sambia,Salernitana,26,17,582,0.6,0.2,0.6,0,0.6,0.2,0,6.32,0,0,0.7,0.2,0.5,0.8,0,0.4,0.5,14.1,84.2,0.2,0.4,0,0.8,0
Alejandro Garnacho,Man Utd,18,29,933,0.2,0.3,0.4,0,0.1,0,0,6.44,4,4,1.2,0.3,0.9,0.7,0.2,0.7,1.7,12.3,83.3,0,0.1,0,0.1,0
Riad Nouri,AC Ajaccio,37,26,1373,0.7,0.5,0.5,0,0.2,0,0,6.32,1,1,0.6,1,0.5,0.5,0.2,0.6,1,17,73.1,1,0.5,0,0.5,0
Valery Fernández,Girona,23,19,666,0.6,0.4,0.2,0,0.2,0,0,6.32,0,2,0.2,0.8,0.3,0.5,0.2,0.5,0.7,11.5,88.5,0.3,0.3,0,0.3,0
Johan Mojica,Villarreal,30,19,878,1,0.4,0.4,0.2,0.8,0.3,0,6.34,0,0,0.2,0.7,0.6,0.8,0,0.5,0.7,23.2,85.3,0.4,0.8,0,0.6,0
Remi Oudin,Lecce,26,22,565,0.8,0.6,0.3,0,0.3,0,0,6.32,0,0,0.8,0.6,0.2,0.3,0,0.3,0.5,10.9,67.8,0.6,1,0,0.3,0
Alex Král,Schalke,24,27,1978,1.2,0.7,0.7,0,1.7,0.2,1,6.36,0,1,1,0.3,0.5,0.5,0.1,0.7,1.1,25.7,69.2,0.1,1.1,0,1.3,0
Mehmet Aydin,Schalke,21,15,531,1.6,0.7,0.4,0.1,0.9,0,0,6.31,0,0,0.3,0.2,0.3,0.4,0,0.2,0.8,12.3,63.2,0.3,0.3,0,0.9,0
Aymen Barkok,Mainz,24,20,403,0.8,0.2,0.9,0,0.4,0,0,6.31,1,1,0.5,0.3,0.5,0.1,0,0.4,0.8,9.8,71.3,0.1,0.3,0.1,0.8,0
Andreas Bruus,Troyes,24,20,1282,0.5,0.8,0.5,0,0.7,0.1,0,6.31,0,2,0.4,1,0.6,0.3,0.1,0.2,1,18.7,73.3,0.8,0.8,0,0.1,0
Jacopo Fazzini,Empoli,20,16,497,1.6,0.4,1.1,0.1,0.7,0.1,0,6.31,0,0,0.4,0.3,0.4,0.4,0,1.1,1,12.8,83.8,0.1,0.1,0,0.4,0
Enzo Ebosse,Udinese,24,22,1009,0.9,0.5,0.4,0,1.4,0.3,0,6.36,0,0,0.1,0,0.2,0.2,0,0.1,0.4,24.7,84.8,0.1,2,0,0.8,0
Renato Tapia,Celta Vigo,27,22,908,1.4,0.6,0.9,0.1,0.9,0.5,0,6.31,0,0,0.4,0.4,0.4,0.7,0,0.5,0.4,26.4,86.5,0.1,2.5,0,1,0
Carlos Fernández,Real Sociedad,26,21,574,0.4,0.1,0.9,0.1,0.1,0,0,6.24,1,0,1.1,0.5,0.6,0.6,0.4,0.6,0.9,7.1,64.8,0.1,0,0,1.2,0
Adam Smith,Bournemouth,31,31,2566,1.5,0.6,0.9,0.1,2.2,0.4,1,6.29,0,1,0.2,0.3,0.2,0.8,0,0.1,0.7,27.6,75.3,0.5,1.9,0,0.9,0
Eliot Matazo,Monaco,21,21,983,1,0.7,0.5,0,0.5,0.2,0,6.27,1,0,0.3,0.1,0.2,0.5,0,0.4,0.3,22.5,83.3,0,1.5,0,0.3,0
José Machín,Monza,26,19,951,1,0.6,1,0.1,0.6,0.1,0,6.31,0,1,0.4,0.4,0.3,0.6,0,0.6,0.7,31.7,84.4,0.2,1.1,0.1,0.3,0
Tolgay Arslan,Udinese,32,29,951,0.8,0.3,0.5,0,0.3,0,0,6.31,1,0,0.8,0.4,0.5,0.9,0,0.5,0.8,15.7,83,0.1,1.3,0,0.2,0
Ibrahima Sissoko,Strasbourg,25,20,944,1.2,0.4,1.5,0.1,0.8,0.2,0,6.31,0,0,0.6,0.2,0.2,0.7,0.1,0.7,1,21.1,76,0.2,1,0,1.3,0
Samuel Edozie,Southampton,20,22,720,1.2,0.4,0.1,0,0.4,0,0,6.36,0,0,0.5,0.5,0.9,1.4,0.2,0.5,1.4,11.1,75,0.1,0.2,0.1,0.4,0
Carles Aleñá,Getafe,25,26,1627,0.7,0.2,1.8,0,0.5,0,0,6.31,2,2,0.9,0.5,0.7,1.6,0.1,0.9,1.4,24.4,79.2,0.2,1.7,0,0.5,1
Domagoj Bradaric,Salernitana,23,24,1717,0.7,0.7,0.6,0.2,1.3,0.1,0,6.30,0,2,0.3,0.7,0.4,0.5,0.2,0.4,0.9,26.3,79.6,0.5,1,0,0.3,0
Kevin Kampl,RBL,32,32,1307,0.9,0.6,0.6,0,0.3,0.3,0,6.28,0,1,0.1,0.3,0.2,0.3,0,0.3,0.7,31.3,90.4,0,1.1,0.1,0.2,0
Josha Vagnoman,Stuttgart,22,20,930,0.7,0.3,0.7,0.1,1,0.1,0,6.28,1,0,0.8,0.3,0.7,0.3,0.1,0.5,1.4,14.7,78,0.1,0.4,0,1,0
Sebastian Rudy,Hoffenheim,33,16,565,1.3,0.4,1.1,0,0.8,0.1,0,6.30,0,1,0.2,0.5,0,0.3,0,0.3,0.6,17.4,78.5,0.6,1.1,0,0.3,0
Morten Thorsby,Union Berlin,26,33,1246,1.1,0.3,0.9,0,0.7,0.2,0,6.35,1,1,0.6,0.4,0,0.5,0,0.6,0.7,10.5,67.9,0.1,0.1,0,1.4,0
Abdoulaye Doucouré,Everton,30,21,1070,1.1,0.5,0.7,0,0.3,0.1,0,6.29,2,2,0.6,0.7,0.6,0.2,0.3,0.4,0.7,20.6,80.7,0.1,0.2,0.1,0.5,0
Kingsley Schindler,FC Koln,29,28,837,0.9,0.5,0.5,0,0.9,0.1,0,6.30,0,1,0.2,0.3,0.3,0.4,0.1,0.5,1,14,68.9,0.1,0.6,0,1,0
Yayah Kallon,Verona,21,21,796,0.7,0.4,0.6,0,0.1,0,0,6.30,1,1,0.9,0.6,0.4,1,0.2,0.7,1.3,9,69.3,0.4,0.1,0,0.4,0
Leandro Paredes,Juventus,28,37,1275,1.2,0.7,0.6,0,0.6,0.2,0,6.46,0,2,0.5,0.6,0.1,0.5,0,0.3,0.3,32.3,92.5,0.3,2,0.1,0.3,0
Lorenzo Colombo,Lecce,21,25,1269,0.5,0.1,1.4,0,0.2,0,0,6.29,4,2,1.4,0.6,0.4,0.4,0.3,1.4,2.7,11,65.6,0.1,0.2,0,1.2,0
Abdallah Sima,Angers,21,27,1378,0.7,0.1,1,0,0.5,0,1,6.29,4,0,1.2,0.5,0.5,0.6,0.3,0.8,1.8,9.9,75.9,0,0.2,0,1.3,0
Nathaniel Clyne,Crystal Palace,32,25,1853,1.3,0.8,0.5,0.1,1.3,0.2,0,6.36,0,0,0,0.4,0.3,0.3,0,0.2,0.5,30.6,80.3,0.3,0.8,0,0.4,0
Chris Wood,Newcastle,31,32,1041,0.2,0.1,0.3,0,0.4,0.1,0,6.34,6,0,0.6,0.3,0,0.4,0.3,0.5,1,7.7,63.3,0,0.1,0,1.8,0
Florent Ogier,Clermont Foot,34,20,1314,1.3,0.7,0.6,0.3,2.1,0.5,0,6.29,0,1,0.1,0.3,0.2,0.4,0,0,0.3,37.3,79.9,0,2.8,0,1.2,0
Batista Mendy,Angers,23,28,2227,2,0.6,2,0,0.8,0.1,0,6.29,0,0,0.4,0.5,0.9,1.1,0,0.7,0.6,39.1,86.4,0.1,1.6,0,0.8,0
Jordi Osei-Tutu,Bochum,24,19,651,1.1,0.5,0.4,0.1,0.3,0.3,0,6.29,0,0,0.7,0.2,0.6,1.1,0.2,0.6,1.4,7.7,70.5,0.2,0.3,0,0.3,0
Warren Zaïre-Emery,PSG,17,23,618,0.4,0.4,0.2,0,0.2,0,0,6.27,2,0,0.3,0.1,0.5,0.3,0,0.6,0.5,20.1,90.5,0,0.2,0,0.1,0
Abdou Harroui,Sassuolo,25,18,412,0.7,0.1,0.6,0,0.4,0.1,0,6.29,2,0,0.6,0.2,0.2,0,0,0.6,0.4,11.1,83,0.1,0.1,0,0.4,0
Christian Pulisic,Chelsea,24,30,1242,0.5,0.2,0.5,0,0.2,0,0,6.39,2,4,1,1,0.5,0.9,0.1,0.9,1.5,15.3,82.1,0.2,0.4,0,0.3,1
Grigoris Kastanos,Salernitana,25,25,1132,1.4,0.3,0.8,0,0.2,0.1,0,6.42,1,1,0.9,0.6,0.4,1.7,0,0.5,0.7,18.4,74.9,0.1,0.7,0.1,0.9,0
Amath Ndiaye,Mallorca,26,20,651,1.1,0.2,1.1,0,0.1,0,0,6.28,1,0,0.8,0.1,0.4,0.5,0.2,0.8,1.3,7.9,78.1,0.2,0.2,0,0.2,0
Sven Michel,Union Berlin,32,25,611,0.5,0.1,0.6,0,0.2,0,0,6.31,6,0,0.8,0.3,0.1,0.3,0.3,0.3,1.1,8.6,60.4,0.1,0.1,0,1.3,0
Valerio Verre,Sampdoria,29,28,674,0.8,0.5,0.8,0.1,0.2,0.1,0,6.28,3,0,0.8,0.7,0.6,0.7,0.1,1.1,1.2,19.8,75.9,0.4,1.4,0.1,0.7,0
Nicolas Haas,Empoli,27,20,990,1.2,0.4,0.9,0,1,0.2,0,6.28,1,0,0.4,0.3,0.1,0.5,0.1,0.4,0.9,16.1,75.2,0,0.8,0,0.3,0
Marvin Schwäbe,FC Koln,27,33,2430,0,0.1,0,0,0.4,0,0,6.28,0,0,0,0,0,0,0,0,0,37.8,78,0,5.4,0,0.2,1
Sékou Mara,Southampton,20,29,735,0.7,0,0.9,0,0.2,0,0,6.31,2,2,0.9,0.3,0.6,0.4,0.2,0.8,1.5,5,69.4,0,0.1,0,1,0
Portu,Getafe,30,25,1259,0.8,0.6,0.8,0,0.4,0,0,6.28,0,2,0.5,0.8,0.4,0.7,0.2,0.2,0.9,15.6,73.3,0.7,0.4,0,0.5,0
Anthony Lozano,Cadiz,29,22,1201,0.1,0.1,1.6,0.1,0.8,0,0,6.28,0,0,1.1,0.4,0.6,1.2,0.3,1.4,2.3,10.5,67.5,0.1,0.1,0,2.4,0
Ismaël Diallo,AC Ajaccio,26,24,1771,1.4,1.1,1.5,0.2,1.6,0.4,0,6.28,0,0,0.1,0.3,0.3,1,0,0.3,1.3,31.5,76.3,0.2,2.7,0.2,0.9,0
Gonçalo Paciência,Celta Vigo,28,17,437,0.4,0,0.6,0,0.1,0.1,0,6.28,2,0,1.3,0.2,0.2,0.7,0,0.7,1.6,5.8,60.6,0.1,0.2,0,1.1,1
Sargis Adamyan,FC Koln,29,32,756,0.5,0.2,0.8,0,0.2,0,0,6.22,2,2,0.9,0.3,0.2,0.3,0.2,0.7,1.3,7,68.9,0.2,0.2,0,0.6,0
Rafa Mir,Sevilla,25,28,1062,0.3,0.2,0.6,0.1,0.6,0,0,6.24,8,0,1.8,0.3,0,0.4,0.6,0.4,1,9,72.7,0,0.1,0,0.9,1
Jean-Paul Boëtius,Hertha Berlin,29,18,848,1.3,0.6,0.6,0.1,0.3,0.1,0,6.27,0,0,0.3,0.7,0.1,1.3,0,0.6,1.1,18.4,74.4,0.1,1.1,0,0.2,0
Dimitri Foulquier,Valencia,30,24,1199,1,0.3,1.1,0.2,1.1,0.1,0,6.27,0,1,0.1,0.3,0.5,0.2,0,0.2,1.1,22,71.9,0.5,0.7,0,0.6,0
M'Baye Niang,Auxerre,28,25,1212,0.5,0,1.4,0,0.7,0,0,6.27,5,0,1.2,0.2,0.3,1.3,0.2,0.7,2.5,10.1,64,0,0.3,0,2.5,0
Francisco Portillo,Almeria,32,17,404,0.6,0.3,0.1,0,0.2,0.1,0,6.27,2,0,0.2,0.2,0.3,0.1,0.1,0.5,0.4,16.5,79.6,0.1,0.5,0.2,0.2,0
Stuart Armstrong,Southampton,31,35,1678,0.9,0.2,0.7,0,0.2,0,0,6.46,3,2,1,0.8,0.7,0.5,0,0.8,1.1,24,81.8,0.3,0.7,0,0.3,0
Lameck Banda,Lecce,22,32,1228,0.8,0.1,0.7,0,0.1,0.1,0,6.27,3,1,0.9,0.3,1.1,1,0.3,1,1.9,9.8,72.9,0.1,0.1,0,0.2,1
Jamie Vardy,Leicester,36,34,1594,0.3,0.1,0.7,0,0.7,0.1,0,6.38,4,4,0.8,0.4,0.2,0.1,0.6,0.4,0.9,7.2,54.8,0,0.2,0,1.2,1
Sergio León,Real Valladolid,34,23,1139,0.2,0,0.2,0,0.1,0,0,6.26,5,1,1,0.4,0.2,0.8,0.7,0.7,1.6,7.1,69.9,0,0.3,0,0.7,1
Giovanni Simeone,Napoli,27,27,568,0.6,0,0.3,0,0.2,0,0,6.43,8,0,0.9,0.3,0.2,0.5,0.2,0.5,1,5.5,71.2,0,0.1,0,0.3,1
Lee Buchanan,Werder Bremen,22,18,343,0.6,0.5,0.3,0.1,0.6,0,0,6.26,1,0,0.2,0.2,0,0.3,0,0.1,0.4,8.8,71.3,0.1,0.9,0,0.3,0
Federico Bonazzoli,Salernitana,25,23,1087,0.1,0.1,0.7,0,0,0,0,6.26,2,1,1.4,0.3,0.5,1.2,0.3,0.5,1.8,14.8,75.3,0,1,0,0.3,0
Fede San Emeterio,Cadiz,26,24,1318,1.2,0.3,1.7,0,0.7,0.4,0,6.26,0,0,0.2,0.1,0,0.8,0,0.3,0.3,19.1,79.9,0,0.9,0,0.8,0
Valère Germain,Montpellier,32,26,636,0.4,0.2,0.3,0,0.4,0,0,6.26,2,0,0.7,0.2,0,0.2,0.1,0.3,0.8,7.3,67.9,0.1,0,0,1.2,0
Simon Zoller,Bochum,31,20,1291,0.4,0.3,1,0,0.9,0.1,0,6.26,3,1,1.3,0.4,0.1,0.4,0.3,0.3,0.8,13.7,66.4,0.1,0.6,0.1,0.7,1
Íñigo Eguaras,Almeria,31,20,844,0.6,0.3,0.4,0,0.8,0.2,0,6.26,1,1,0.4,0.6,0.2,0.3,0,0.2,0.4,23.2,85.6,0.1,1.5,0.2,0.2,0
Anthony Elanga,Man Utd,20,30,851,0.2,0.1,0.3,0,0.1,0,0,6.34,2,2,0.8,0.4,0.6,0.4,0.1,0.5,0.8,9,77.6,0,0.1,0,0.4,0
Alfred Duncan,Fiorentina,30,19,624,0.7,0.2,0.8,0,0.4,0,0,6.26,0,0,0.2,0.2,0.4,0.2,0,0.6,0.6,17.8,78.9,0.4,0.9,0.1,0.5,0
Yves Bissouma,Tottenham,26,27,988,0.7,0.5,0.8,0,0.4,0.3,0,6.26,0,0,0.3,0.3,0.2,0.5,0,0.3,0.8,29.5,90.5,0,0.5,0,0.3,0
Kike García,Osasuna,33,32,764,0.2,0,0.8,0,0.4,0,0,6.26,7,0,1.3,0.4,0.3,0.7,0.1,0.5,1.5,6,73.8,0,0,0,1.2,0
Taiwo Awoniyi,Nottingham Forest,25,22,956,0.5,0,0.5,0,0.5,0.1,0,6.33,5,0,1.1,0.4,0.2,0.6,0.4,1,2.2,7.2,74.1,0,0,0,0.5,0
Jeison Murillo,Sampdoria,30,16,881,1.3,0.5,0.9,0.6,2,0.8,1,6.26,0,0,0.1,0.1,0.1,1.1,0,0.1,0.5,29.7,82.7,0,1.9,0,1.7,0
Sébastien Corchia,Nantes,32,31,1131,0.8,0.8,0.7,0,1,0.1,0,6.32,0,1,0.3,0.5,0.1,0.8,0,0.4,0.7,12.8,75.7,0.5,0.5,0,0.6,0
Kieran Tierney,Arsenal,25,34,1369,0.8,0.5,0.2,0.2,0.7,0.1,0,6.42,1,1,0.6,0.3,0.2,0.3,0,0.1,0.4,26.6,80,0.3,1.4,0,0.2,1
Daniel Ciofani,Cremonese,37,29,704,0.2,0,0.2,0,0.1,0,0,6.25,6,0,1,0.3,0,0.4,0.1,0.3,0.7,5.5,59.4,0,0.1,0,1,0
Emmanuel Gyasi,Spezia,29,26,2115,0.5,0.3,1.3,0.1,0.8,0.2,0,6.25,1,0,1,0.7,0.3,1,0.7,1.3,2.1,21,81.5,0.2,0.1,0,0.6,0
Tanguy Ndombélé,Napoli,26,36,965,0.6,0.3,0.4,0,0.2,0.1,0,6.40,2,1,0.6,0.5,0.7,0.8,0,0.6,0.9,20.4,88.9,0,0.2,0.1,0.3,0
Islam Slimani,Brest,34,30,1466,0.4,0.1,1.2,0,0.8,0,0,6.53,8,1,1.4,0.9,0.4,1,0.7,1,2.2,21.6,70.7,0,0.5,0.1,1.8,1
Dennis Praet,Leicester,28,23,814,0.6,0.3,0.4,0,0.3,0.1,0,6.31,1,1,0.3,0.4,0.3,0.4,0,0.6,0.7,17.1,79.6,0.1,0.5,0,0.1,0
